2017-04-10 03:24:04	Start for user: 1704
2017-04-10 03:28:06	Get report productAds
2017-04-10 03:28:31	we get report in 0 attempts  
2017-04-10 03:28:31	we need insert  1  records  
2017-04-10 03:28:33	we isert record  
2017-04-10 03:28:33	Get report keywords
2017-04-10 03:28:57	we get report in 0 attempts  
2017-04-10 03:28:57	we need insert  148  records  
2017-04-10 03:28:58	we isert record  
2017-04-10 03:28:59	we isert record  
2017-04-10 03:28:59	we isert record  
2017-04-10 03:29:00	we isert record  
2017-04-10 03:29:01	we isert record  
2017-04-10 03:29:02	we isert record  
2017-04-10 03:29:02	we isert record  
2017-04-10 03:29:03	we isert record  
2017-04-10 03:29:04	we isert record  
2017-04-10 03:29:04	we isert record  
2017-04-10 03:29:05	we isert record  
2017-04-10 03:29:06	we isert record  
2017-04-10 03:29:07	we isert record  
2017-04-10 03:29:07	we isert record  
2017-04-10 03:29:08	we isert record  
2017-04-10 03:29:09	we isert record  
2017-04-10 03:29:10	we isert record  
2017-04-10 03:29:10	we isert record  
2017-04-10 03:29:11	we isert record  
2017-04-10 03:29:12	we isert record  
2017-04-10 03:29:12	we isert record  
2017-04-10 03:29:13	we isert record  
2017-04-10 03:29:14	we isert record  
2017-04-10 03:29:15	we isert record  
2017-04-10 03:29:15	we isert record  
2017-04-10 03:29:16	we isert record  
2017-04-10 03:29:17	we isert record  
2017-04-10 03:29:17	we isert record  
2017-04-10 03:29:18	we isert record  
2017-04-10 03:29:19	we isert record  
2017-04-10 03:29:20	we isert record  
2017-04-10 03:29:20	we isert record  
2017-04-10 03:29:21	we isert record  
2017-04-10 03:29:22	we isert record  
2017-04-10 03:29:23	we isert record  
2017-04-10 03:29:23	we isert record  
2017-04-10 03:29:24	we isert record  
2017-04-10 03:29:25	we isert record  
2017-04-10 03:29:25	we isert record  
2017-04-10 03:29:26	we isert record  
2017-04-10 03:29:27	we isert record  
2017-04-10 03:29:28	we isert record  
2017-04-10 03:29:28	we isert record  
2017-04-10 03:29:29	we isert record  
2017-04-10 03:29:30	we isert record  
2017-04-10 03:29:31	we isert record  
2017-04-10 03:29:31	we isert record  
2017-04-10 03:29:32	we isert record  
2017-04-10 03:29:33	we isert record  
2017-04-10 03:29:33	we isert record  
2017-04-10 03:29:34	we isert record  
2017-04-10 03:29:35	we isert record  
2017-04-10 03:29:36	we isert record  
2017-04-10 03:29:36	we isert record  
2017-04-10 03:29:37	we isert record  
2017-04-10 03:29:38	we isert record  
2017-04-10 03:29:39	we isert record  
2017-04-10 03:29:39	we isert record  
2017-04-10 03:29:40	we isert record  
2017-04-10 03:29:41	we isert record  
2017-04-10 03:29:41	we isert record  
2017-04-10 03:29:42	we isert record  
2017-04-10 03:29:43	we isert record  
2017-04-10 03:29:44	we isert record  
2017-04-10 03:29:44	we isert record  
2017-04-10 03:29:45	we isert record  
2017-04-10 03:29:46	we isert record  
2017-04-10 03:29:47	we isert record  
2017-04-10 03:29:47	we isert record  
2017-04-10 03:29:48	we isert record  
2017-04-10 03:29:49	we isert record  
2017-04-10 03:29:49	we isert record  
2017-04-10 03:29:50	we isert record  
2017-04-10 03:29:51	we isert record  
2017-04-10 03:29:52	we isert record  
2017-04-10 03:29:52	we isert record  
2017-04-10 03:29:53	we isert record  
2017-04-10 03:29:54	we isert record  
2017-04-10 03:29:55	we isert record  
2017-04-10 03:29:55	we isert record  
2017-04-10 03:29:56	we isert record  
2017-04-10 03:29:57	we isert record  
2017-04-10 03:29:57	we isert record  
2017-04-10 03:29:58	we isert record  
2017-04-10 03:29:59	we isert record  
2017-04-10 03:30:00	we isert record  
2017-04-10 03:30:00	we isert record  
2017-04-10 03:30:01	we isert record  
2017-04-10 03:30:02	we isert record  
2017-04-10 03:30:03	we isert record  
2017-04-10 03:30:03	we isert record  
2017-04-10 03:30:04	we isert record  
2017-04-10 03:30:05	we isert record  
2017-04-10 03:30:06	we isert record  
2017-04-10 03:30:06	we isert record  
2017-04-10 03:30:07	we isert record  
2017-04-10 03:30:08	we isert record  
2017-04-10 03:30:09	we isert record  
2017-04-10 03:30:10	we isert record  
2017-04-10 03:30:10	we isert record  
2017-04-10 03:30:11	we isert record  
2017-04-10 03:30:12	we isert record  
2017-04-10 03:30:13	we isert record  
2017-04-10 03:30:13	we isert record  
2017-04-10 03:30:14	we isert record  
2017-04-10 03:30:15	we isert record  
2017-04-10 03:30:16	we isert record  
2017-04-10 03:30:16	we isert record  
2017-04-10 03:30:17	we isert record  
2017-04-10 03:30:18	we isert record  
2017-04-10 03:30:18	we isert record  
2017-04-10 03:30:19	we isert record  
2017-04-10 03:30:20	we isert record  
2017-04-10 03:30:21	we isert record  
2017-04-10 03:30:21	we isert record  
2017-04-10 03:30:22	we isert record  
2017-04-10 03:30:24	we isert record  
2017-04-10 03:30:25	we isert record  
2017-04-10 03:30:25	we isert record  
2017-04-10 03:30:26	we isert record  
2017-04-10 03:30:27	we isert record  
2017-04-10 03:30:27	we isert record  
2017-04-10 03:30:28	we isert record  
2017-04-10 03:30:29	we isert record  
2017-04-10 03:30:30	we isert record  
2017-04-10 03:30:30	we isert record  
2017-04-10 03:30:31	we isert record  
2017-04-10 03:30:32	we isert record  
2017-04-10 03:30:33	we isert record  
2017-04-10 03:30:33	we isert record  
2017-04-10 03:30:34	we isert record  
2017-04-10 03:30:35	we isert record  
2017-04-10 03:30:35	we isert record  
2017-04-10 03:30:36	we isert record  
2017-04-10 03:30:37	we isert record  
2017-04-10 03:30:38	we isert record  
2017-04-10 03:30:38	we isert record  
2017-04-10 03:30:39	we isert record  
2017-04-10 03:30:40	we isert record  
2017-04-10 03:30:41	we isert record  
2017-04-10 03:30:41	we isert record  
2017-04-10 03:30:42	we isert record  
2017-04-10 03:30:43	we isert record  
2017-04-10 03:30:44	we isert record  
2017-04-10 03:30:45	we isert record  
2017-04-10 03:30:46	we isert record  
2017-04-10 03:30:46	we isert record  
2017-04-10 03:30:47	we isert record  
2017-04-10 03:30:47	Get report keywordsQuery
2017-04-10 03:31:12	we get report in 0 attempts  
2017-04-10 03:31:12	we need insert  1083  records  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
2017-04-10 03:31:12	we isert record  
